id,status,sort,name,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
1,1,0,100 OG,NA,"NA","<p>This strain is named after it's high price in it's Hollywood home. As a 50/50 hybrid of indica and sativa, $100 OG does a great job offering pain relief with an alert, cerebral high.</p>",Hybrid,"NA",Old School Breeder's Association,Focused,Depression,Citrus,NA,Limonene,127,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0
2,1,0,707 Headband,NA,NA,NA,Hybrid,"378,272",Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,0,A-10,NA,NA,NA,Indica,0,"NA","Relaxed, Happy, Uplifted, Energetic, Sleepy, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Muscle Spasms, Depression","Citrus, Sweet",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,0,Acapulco Gold,NA,NA,NA,Sativa,0,"NA","Happy, Euphoric, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Lack of Appetite","Earthy, Citrus",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,0,Afghani Bullrider,NA,NA,NA,Hybrid,0,Unknown Breeder,"Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Pain","Sweet, Pine, Earthy",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,0,Afghan Big Bud,NA,NA,NA,Indica,"9,39","NA","Euphoric, Happy, Talkative, Relaxed, Sleepy, Dry Mouth, Paranoid","Stress, Pain, Nausea, Insomnia, Depression","Lemon, Lavender",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,0,Afghan Diesel,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,0,Afghan Kush,NA,NA,NA,Hybrid,0,White Label Co.,NA,NA,NA,"Yucca Valley, CA",NA,1300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,0,Afghani,NA,NA,NA,Indica,0,"NA","Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Lack of Appetite, Depression","Earthy, Sweet, Pine",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,0,Afghanica,NA,NA,NA,Hybrid,10,Flying Dutchmen Seed Company,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,0,Afghooey,NA,NA,NA,Indica,0,"NA","Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Muscle Spasms","Earthy, Sweet",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,0,Afgoo,NA,NA,NA,Indica,0,"NA","Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms","Pine, Earthy, Citrus",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,0,Afgooey,NA,NA,NA,Indica,0,"NA","Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious","Pain, Insomnia, Lack of Appetite, Stress, Muscle Spasms","Earthy, Pine",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,0,Afwreck,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,0,Agent Orange,NA,NA,NA,Hybrid,"455, 386",TGA Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,0,AK-47,NA,NA,NA,Hybrid,"10, 257",Serious Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,0,AK-48,NA,NA,NA,Hybrid,0,Nirvana,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,0,Alaskan Thunder Fuck,NA,NA,NA,Sativa,0,Northern View Collective,"Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious","Stress, Depression, Lack of Appetite, Pain","Earthy, Pine","Mt. Shasta, CA",NA,1500,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1,0,Alien Kush,NA,NA,NA,Hybrid,0,The Cali Connection,"NA","NA",Earthy,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,0,Aloha,NA,NA,NA,Hybrid,0,Unknown Breeder,"Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious","Depression, Stress, Pain","Sweet, Citrus",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1,0,Alohaberry,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1,0,Ambrosia,NA,NA,NA,Hybrid,"139,81",Jordan of the Islands,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,0,Amethyst,NA,NA,NA,Hybrid,0,Gage Green Group,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,0,Amnesia Haze,NA,NA,NA,Hybrid,0,Soma Seeds,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Citrus, Lemon, Earthy",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,0,Anesthesia,NA,NA,NA,Indica,0,"NA","Hungry, Sleepy, Happy, Euphoric, Creative, Paranoid, Anxious","Pain, Stress, Insomnia, Lack of Appetite",Earthy,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,0,Apollo 11,NA,NA,NA,Hybrid,0,Brothers Grimm Marijuana Seed Bank,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,0,Arabian Gold,NA,NA,NA,Hybrid,0,Unknown Breeder,"Euphoric, Tingly, Sleepy, Creative, Paranoid","Stress, Insomnia, Pain","NA",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,0,Arjan's Strawberry Haze,NA,NA,NA,Hybrid,"268, 174",Green House,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1,0,Atomic Northern Lights,NA,NA,NA,Hybrid,0,Dr. Atomic,NA,NA,NA,", CA",NA,1100,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,0,A-Train,NA,NA,NA,Hybrid,0,T.H.Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,0,Avalon,NA,NA,NA,Hybrid,"10, 66",Next Generation Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,0,Banana Diesel,NA,NA,NA,Hybrid,0,Baked Genetics,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1,0,Banana Kush,NA,NA,NA,Hybrid,0,Crockett Family Farms,NA,NA,NA,"Lake Forest, CA",NA,1700,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,0,BC Roadkill,NA,NA,NA,Hybrid,0,Cannacopia Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,0,BC Sweet Tooth,NA,NA,NA,Hybrid,0,BC Bud Depot,"Uplifted, Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Nausea, Pain","Sweet, Honey",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,0,Berkeley,NA,NA,NA,Hybrid,0,Unknown Breeder,"Talkative, Happy, Uplifted, Energetic, Focused, Anxious, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Pain","Citrus, Sweet",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1,0,Berry White,NA,NA,NA,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia","Berry, Sweet, Blueberry","Sherman Oaks, CA",NA,1600,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,0,Big Bud,NA,NA,NA,Hybrid,267,Seed Bank,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Muscle Spasms",Earthy,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,0,Big Budda Cheese,NA,NA,NA,Hybrid,"370, 10",Big Buddha,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,0,Big Wreck,NA,NA,NA,Hybrid,0,Unknown Breeder,"Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Lack of Appetite, Muscle Spasms",Earthy,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,0,Black Dhalia,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,0,Black Diesel,NA,NA,NA,Hybrid,0,Advanced Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,0,Black Domina,NA,NA,NA,Hybrid,0,Sensi Seeds,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia, Lack of Appetite","Pine, Pepper",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,0,Black Jack,NA,NA,NA,Hybrid,0,Sweet Seeds,NA,NA,NA,"Pomona, CA",NA,1800,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,0,Black Label Kush,NA,NA,NA,Indica,0,"NA","Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation",Berry,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,0,Black Widow,NA,NA,NA,Hybrid,0,Shantibaba,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,0,Blackberry,NA,NA,NA,Hybrid,0,Nebu,NA,NA,NA,"Lake Forest, CA",NA,1300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,0,Blackberry Hashplant,NA,NA,NA,Indica,0,"NA","Euphoric, Sleepy, Uplifted, Energetic, Happy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Nausea","Berry, Sweet, Earthy",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,0,Blackberry Kush,NA,NA,NA,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression, Nausea","Berry, Sweet, Earthy",", CA",NA,1300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,0,Blockhead,NA,NA,NA,Hybrid,0,Spice of Life Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,0,Blue Bayou,NA,NA,NA,Hybrid,0,Unknown Breeder,"Uplifted, Creative, Happy, Sleepy, Dry Mouth","Nausea, Stress, Depression",Sweet,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,0,Blue Champagne,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,0,Blue Cheese,NA,NA,NA,Hybrid,"40, 66",Big Buddha Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression",Blueberry,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,0,Blue Crack,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,0,Blue Diesel,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,0,Blue Dragon,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,0,Blue Dream,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,"Los Angeles, CA",NA,2000,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,0,Blue Goo,NA,NA,NA,Hybrid,0,Bluegrass Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,0,Blue Mystic,NA,NA,NA,Hybrid,"66, 370",Unknown Breeder,"Relaxed, Happy, Uplifted, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Depression, Nausea","Blueberry, Earthy, Sweet",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,0,Blue OG,NA,NA,NA,Hybrid,0,G13 Labs,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1,0,Blue Rhino,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,0,Blue Satellite,NA,NA,NA,Hybrid,66,Spice of Life Seeds,"Happy, Energetic, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Nausea, Inflammation","Sweet, Blueberry",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,0,Blue Train,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,0,Blue Widow,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,0,Blueberry,NA,NA,NA,Hybrid,0,DJ Short,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Blueberry, Sweet, Berry","Lakeside, CA",NA,1600,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,0,Blueberry Diesel,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,0,Blueberry Haze,NA,NA,NA,Hybrid,0,DNA Genetics,NA,NA,NA,"6150 White Oak Lane, CA",NA,1200,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1,0,Blueberry Headband,NA,NA,NA,Hybrid,0,Emerald Triangle,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,0,Blueberry Kush,NA,NA,NA,Indica,0,"NA","Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Lack of Appetite","Blueberry, Berry, Sweet",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1,0,Boysenberry,NA,NA,NA,Hybrid,0,Bodhi Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1,0,Brainstorm Haze,NA,NA,NA,Hybrid,0,Delta-9 Labs,"Talkative, Happy, Uplifted, Focused, Energetic, Dry Mouth, Anxious","Pain, Muscle Spasms, Stress, Depression, Nausea","Sweet, Earthy",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1,0,Broke Diesel,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,0,Bruce Banner,NA,NA,NA,Hybrid,0,Delta 9 Caregivers,NA,NA,NA,"Richmond, CA",NA,1900,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,0,Bubba Kush,NA,NA,NA,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Pain, Stress, Insomnia, Depression, Lack of Appetite","Earthy, Sweet","Los Angeles, CA",NA,1800,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,0,Bubba OG,NA,NA,NA,Hybrid,0,Dr. Greenthumb Seeds,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Nausea","Earthy, Sweet","Los Angeles, CA",NA,1600,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,0,Bubble Gum,NA,NA,NA,Hybrid,0,Serious Seeds,NA,NA,NA,"Bakersfield, CA",NA,600,NA,NA,1000,NA,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1,0,Bubbleberry,NA,NA,NA,Hybrid,"66, 77",Sagarmatha Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,0,Bubblegun,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,0,Buddha's Sister,NA,NA,NA,Hybrid,0,Soma,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1,0,Burmese Kush,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,0,Butterscotch,NA,NA,NA,Indica,0,"NA","Euphoric, Focused, Creative, Relaxed, Energetic, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Muscle Spasms, Pain","NA",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1,0,C13 Haze,NA,NA,NA,Hybrid,0,DNA Genetics,"Euphoric, Creative, Uplifted, Energetic, Dry Mouth, Paranoid","Pain, Stress, Muscle Spasms, Depression, Nausea","Earthy, Lemon",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1,0,Cannadential,NA,NA,NA,Hybrid,0,DNA Genetics,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1,0,Cannalope Haze,NA,NA,NA,Hybrid,0,DNA Genetics,"Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Sweet, Lime",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1,0,Carmelicious,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1,0,Casey Jones,NA,NA,NA,Hybrid,0,Head Seeds,"Euphoric, Energetic, Uplifted, Happy, Talkative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Inflammation","Sweet, Earthy",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,0,Cat Piss,NA,NA,NA,Hybrid,0,Unknown Breeder,"Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite","Ammonia, Earthy",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,0,Cataract Kush,NA,NA,NA,Hybrid,0,DNA Genetics,NA,NA,NA,"Upland, CA",NA,1400,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,0,Champagne,NA,NA,NA,Hybrid,"165, 180, 81",Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1,0,Charlottes Web,NA,NA,NA,Sativa,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,0,Cheese,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,", CA",NA,1300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1,0,Chemdawg,NA,NA,NA,Hybrid,0,Bud Rx Delivery,NA,NA,NA,"Los Angeles, CA",NA,1700,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1,0,Chemdawg #4,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,0,Chernobyl,NA,NA,NA,Hybrid,0,TGA Seeds,NA,NA,NA,"Pomona, CA",NA,1700,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1,0,Cherry AK-47,NA,NA,NA,Hybrid,0,Unknown Breeder,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1,0,Cherry Bomb,NA,NA,NA,Hybrid,"353, 562",Almighty Seeds,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,0,Cherry Kush,NA,NA,NA,Organi,0,Carl D.,NA,NA,NA,"Artesia, CA",NA,1300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1,0,Chiesel,NA,NA,NA,Sativa,0,Holistic Healing Collective,NA,NA,NA,"Richmond, CA",NA,2300,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,0,Chocolate Kush,NA,NA,NA,Hybrid,0,DNA Genetics,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Lack of Appetite","Earthy, Coffee, Sweet",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,0,Chocolope,NA,NA,NA,Sativa,0,WOSC,"Happy, Energetic, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Earthy, Coffee, Sweet","Cypress, CA",NA,1900,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1,0,Church OG,NA,NA,NA,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia","Earthy, Citrus",NA,NA,127,NA,NA,20,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,0,Cinderella 99,NA,NA,NA,Sativa,0,Holistic Healing Collective,NA,NA,NA,"Richmond, CA",NA,1200,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1,0,Citrus Kush,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1,0,Connie Chung,NA,NA,NA,Hybrid,0,DNA Genetics,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1,0,Cotton Candy Kush,NA,NA,NA,Hybrid,0,"NA",NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1,0,Cracker Jack,NA,NA,NA,Hybrid,0,Unknown Breeder,"Uplifted, Energetic, Focused, Creative, Talkative, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Nausea",Citrus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1,0,Critical Mass,NA,NA,NA,Hybrid,"10, 370",Seed Bank,"Relaxed, Happy, Sleepy, Uplifted, Focused, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Insomnia, Inflammation","Earthy, Sweet",NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,0,Dairy Queen,NA,NA,NA,Hybrid,0,TGA Seeds,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,0,Darth Vader OG,NA,NA,NA,Indica,0,"NA","Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression","Grape, Earthy, Sweet",NA,NA,127,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
