id,name,slug,location,category,instagram
1625,Weezza Pizza,weezza-pizza,CA,"Edibles,",NA
1626,Weird Science Labs,weird-science-labs,CA,"Concentrates, Vape Pens,",NA
1627,West Coast Collective (CANADA),west-coast-collective-canada,CA,"Concentrates, Edibles,",NA
1628,West Coast Cure,west-coast-cure,CA,"Flower, Concentrates, Vape Pens, Batteries,",NA
1629,West Coast Extracts (CANADA),west-coast-extracts-canada,CA,"Concentrates,",NA
1630,West Coast Organics LLC,west-coast-organics-llc,CA,"Flower,",NA
1631,West Med,west-med,CA,"Shatter, Flower, Concentrates,",NA
1632,Western Cultured,western-cultured,WA,NA,NA
1633,Wet Genetics,wet-genetics,WA,"Flower,",NA
1634,White Label Extracts,white-label-extracts,OR,"Concentrates,",NA
1635,White Rabbit,white-rabbit,CA,"Edibles,",NA
1636,White Rabbit (SPAIN),white-rabbit-spain,Sp,"Edibles,",NA
1637,Whole Goods Extracts,whole-goods-extracts,Sp,"Concentrates, Vape Pens,",NA
1638,Whoopi & Maya,whoopi-maya,CA,"Medical,",NA
1639,Wicked Mitten Medz,wicked-mitten-medz,MI,"Concentrates, Edibles,",NA
1640,Wild Earth Naturals,wild-earth-naturals,MI,"Edibles, Medical,",NA
1641,Wild West Grower,wild-west-grower,OR,"Flower, Edibles,",NA
1642,Wildflower Foods,wildflower-foods,OR,"Edibles,",NA
1643,Willamette Valley Alchemy LLC,willamette-valley-alchemy-llc,OR,"Concentrates, Edibles,",NA
1644,Willow Creek Springs,willow-creek-springs,OR,"Medical,",NA
1645,Winberry Farms,winberry-farms,OR,"Vapes,",NA
1646,Wind,wind,CA,"Vapes,",NA
1647,WING,wing,CA,"Vapes, Medical,",NA
1648,Wing King Infuzed,wing-king-infuzed,Ca,"Edibles,",NA
1649,WonderBrett,wonderbrett,CA,"Featured, Flower, Concentrates,",NA
1650,WonderLeaf,wonderleaf,CA,"Concentrates, Vape Pens, Medical, Batteries,",NA
1651,"World of Weed, Inc.",world-of-weed-inc,CA,"Edibles,",NA
1652,WorldWideWeed,worldwideweed,Ca,"Flower,",NA
1653,WuGoo,wugoo,CA,"Flower, Concentrates, Edibles,",NA
1654,Wunderfruit,wunderfruit,CA,NA,NA
1655,WYLD,wyld,OR,"Edibles,",NA
1656,Xquirrel Extracts,xquirrel-extracts,OR,"Concentrates,",NA
1657,Xtractology,xtractology,CA,NA,NA
1658,Xtreme Seeds (SPAIN),xtreme-seeds-spain,CA,"Flower,",NA
1659,Yaletown Flower Co. (CANADA),yaletown-flower-co-canada,MB,"Flower, Concentrates,",NA
1660,Yerba Buena,yerba-buena,OR,"Flower,",NA
1661,Yeti Farms,yeti-farms,CO,"Concentrates,",NA
1662,YiLo,yilo,CO,NA,NA
1663,Yolk,yolk,CA,"Concentrates,",NA
1664,Your Highness,your-highness,CA,NA,NA
1665,Yummi Karma,yummi-karma,CA,"Edibles, Medical,",NA
1666,Zambeza Seeds (SPAIN),zambeza-seeds-spain,CA,NA,NA
1667,Zasp,zasp,CA,"Edibles,",NA
1668,Zeki Farms,zeki-farms,CA,"Flower,",NA
1669,Zen Bar,zen-bar,CA,"Edibles,",NA
1670,Zen Labs Co (CANADA),zen-labs-co-canada,CA,"Vapes,",NA
1671,Zen Potion,zen-potion,CA,"Edibles,",NA
1672,Zendo,zendo,CA,"Edibles,",NA
1673,Zenith Brands,zenith-brands,CA,NA,NA
1674,Zkittlez,zkittlez,CA,"Flower,",NA
1675,Zlixir,zlixir,CA,NA,NA
1676,Zog Farms,zog-farms,CA,"Flower,",NA
1677,Zombie,zombie,CA,NA,NA
1678,Zoobees Doobees,zoobees-doobees,CA,"Flower, Concentrates,",NA
1679,ZOOTS,zoots,Colorado,"Edibles,",NA
1680,1906 Chocolates,1906-chocolates,Colorado,"Flower,",NA
1681,37 Tons,37-tons,Colorado,NA,NA
1682,3C Farms,3c-farms,Colorado,NA,NA
1683,The 4.20 Bar,the-4-20-bar,Colorado,NA,NA
1684,420 Real Properties,420-real-properties,Colorado,NA,NA
1685,A.G.I.M,a-g-i-m,Colorado,NA,NA
1686,Ardeda,ardeda,Colorado,NA,NA
1687,Ardent Cannabis,ardent-cannabis,Colorado,NA,NA
1688,Aurora Clinic,aurora-clinic,Colorado,NA,NA
1689,Baked Smart,baked-smart,Colorado,NA,NA
1690,Bark Avenue Hemp Treats,bark-avenue-hemp-treats,Colorado,NA,NA
1691,Big Brand Water Filter,big-brand-water-filter,Colorado,NA,NA
1692,Billiferâ€™s Premium Creations,billifer-s-premium-creations,Colorado,NA,NA
1693,BioCBD Plusâ„¢,biocbd-plus,Colorado,NA,NA
1694,Black Rock Originals,black-rock-originals,Colorado,NA,NA
1695,Blazing Trails Tours,blazing-trails-tours,Colorado,NA,NA
1696,The Bloom Brand,the-bloom-brand,CA,NA,NA
1697,Bodhi Body Studios,bodhi-body-studios,CA,NA,NA
1698,BOND Sensual Oil,bond-sensual-oil,CA,NA,NA
1699,Botanicare,botanicare,CA,NA,NA
1700,Boveda 2-Way Humidity Control,boveda-2-way-humidity-control,CA,NA,NA
1701,Brewbudz by Cannabiniers,brewbudz-by-cannabiniers,CA,NA,NA
1702,Cannabis Medical Network,cannabis-medical-network,CA,NA,NA
1703,Cannabis Quencher,cannabis-quencher,CA,NA,NA
1704,Cannabis Rewards,cannabis-rewards,CA,NA,NA
1705,Canna Delights,canna-delights,CA,NA,NA
1706,Cannalids,cannalids,CA,NA,NA
1707,Canna Organix,canna-organix,CA,NA,NA
1708,Carolina Hemp Company,carolina-hemp-company,CA,NA,NA
1709,Cascade High,cascade-high,CA,NA,NA
1710,Cascadia Gardens,cascadia-gardens,CA,NA,NA
1711,CASCADIA herbals â„¢  Tinctures,cascadia-herbals-tinctures,CA,NA,NA
1712,CBDPure,cbdpure,CA,NA,NA
1713,Cenergy,cenergy,CA,NA,NA
1714,CHEEX DISTRIBUTION,cheex-distribution,CA,NA,NA
1715,Clandestine Gardens,clandestine-gardens,CA,NA,NA
1716,Coast to Coast Medicinals,coast-to-coast-medicinals,CA,NA,NA
1717,ComfyTree Enterprises,comfytree-enterprises,CA,NA,NA
1718,Crafted Extracts,crafted-extracts,CA,NA,NA
1719,Craft Elixirs,craft-elixirs,CA,NA,NA
1720,Creekside Cannabis,creekside-cannabis,CA,NA,NA
1721,DARWIN,darwin,CA,NA,NA
1722,Dharma Organics & Dharma Cannabis,dharma-organics-dharma-cannabis,CA,NA,NA
1723,Diosa Verde,diosa-verde,CA,NA,NA
1724,Diskreshen,diskreshen,CA,NA,NA
1725,Dispo Pay,dispo-pay,CA,NA,NA
1726,Dixie Elixirs & Edibles,dixie-elixirs-edibles,CA,NA,NA
1727,Doctor and Crook Co.,doctor-and-crook-co,CA,NA,NA
1728,DopeBoo.com,dopeboo-com,CA,NA,NA
1729,Dope Nailz Lacquer,dope-nailz-lacquer,CA,NA,NA
1730,Dragon Elixir,dragon-elixir,CA,NA,NA
1731,Dream City,dream-city,CA,NA,NA
1732,Drip Ice Cream,drip-ice-cream,CA,NA,NA
1733,DroppingSeeds Herbal Blends for Organic Spliffs,droppingseeds-herbal-blends-for-organic-spliffs,CA,NA,NA
1734,Dutchy,dutchy,CA,NA,NA
1735,Eden Labs,eden-labs,CA,NA,NA
1736,Elite Hemp Products,elite-hemp-products,CA,NA,NA
1737,Entourage Nutritional Distributors,entourage-nutritional-distributors,CA,NA,NA
1738,ETA Attorney Service,eta-attorney-service,CA,NA,NA
1739,Everyone Does It,everyone-does-it,CA,NA,NA
1740,"Evolved Ayurvedic Discoveries, Inc",evolved-ayurvedic-discoveries-inc,CA,NA,NA
1741,Falcanna,falcanna,CA,NA,NA
1742,Female Seeds,female-seeds,CA,NA,NA
1743,Firefly,firefly,CA,NA,NA
1744,Fit Aroma,fit-aroma,CA,NA,NA
1745,Flower Potency  Testing,flower-potency-testing,CA,NA,NA
1746,"Fogg Flavor Labs, LLC",fogg-flavor-labs-llc,CA,NA,NA
1747,Foottraffik,foottraffik,CA,NA,NA
1748,GaGa Edibles,gaga-edibles,CA,NA,NA
1749,GanjaEats,ganjaeats,CA,NA,NA
1750,Gemstone Valley,gemstone-valley,CA,NA,NA
1751,GFarmaLabs,gfarmalabs,CA,NA,NA
1752,GoGreenHemp,gogreenhemp,CA,NA,NA
1753,Golden Light Botanicals,golden-light-botanicals,CA,NA,NA
1754,Goodship,goodship,CA,NA,NA
1755,Gorilla Pharm of America,gorilla-pharm-of-america,CA,NA,NA
1756,G Pen (Grenco Science),g-pen-grenco-science,CA,NA,NA
1757,Great Lakes Hemp Supplements,great-lakes-hemp-supplements,CA,NA,NA
1758,Green Barn Farms,green-barn-farms,CA,NA,NA
1759,GreenBroz,greenbroz,CA,NA,NA
1760,The Greenery Extracts,the-greenery-extracts,CA,NA,NA
1761,Greenhouse Products,greenhouse-products,CA,NA,NA
1762,Greenshore-Pipes,greenshore-pipes,CA,NA,NA
1763,GrowMyWeedNow,growmyweednow,CA,NA,NA
1764,Hakuna Supply,hakuna-supply,CA,NA,NA
1765,Harrens Lab Inc.,harrens-lab-inc,CA,NA,NA
1766,Headlight,headlight,CA,NA,NA
1767,Healing Light Bodega,healing-light-bodega,CA,NA,NA
1768,The Healthy Home Girls,the-healthy-home-girls,CA,NA,NA
1769,Hemptouch,hemptouch,CA,NA,NA
1770,herbalAire Ltd.,herbalaire-ltd,CA,NA,NA
1771,Higher Promos,higher-promos,CA,NA,NA
1772,Holistic Caring,holistic-caring,CA,NA,NA
1773,Honey River,honey-river,CA,NA,NA
1774,Hybrid Social,hybrid-social,CA,NA,NA
1775,I Love Growing Marijuana,i-love-growing-marijuana,CA,NA,NA
1776,Kandy Pens,kandy-pens,CA,NA,NA
1777,KannastÃ¶rÂ®,kannastor,CA,NA,NA
1778,KC Business Solutions,kc-business-solutions,CA,NA,NA
